plant,rule,axis,factor,kp,ki,kd,survived,rise_s,settle_s,overshoot_pct,iae,u_tv
hard L/T=1.0,No-Overshoot,delay,1.40,0.45237,0.29213,0.46700,1,4.5200,8.4500,0.732,3.49376,0.9345
hard L/T=1.0,No-Overshoot,delay,1.70,0.45237,0.29213,0.46700,1,4.2100,11.3300,2.150,3.62791,0.9939
hard L/T=1.0,No-Overshoot,delay,2.00,0.45237,0.29213,0.46700,1,3.8500,13.4500,4.128,3.86865,1.0772
hard L/T=1.0,AMIGO-freq,gain,0.50,0.36189,0.25402,0.11208,1,15.6800,29.0000,0.000,7.83115,1.6411
hard L/T=1.0,AMIGO-freq,gain,0.70,0.36189,0.25402,0.11208,1,10.6200,20.1300,0.000,5.61187,1.0903
hard L/T=1.0,AMIGO-freq,gain,1.00,0.36189,0.25402,0.11208,1,6.7500,13.3900,0.000,3.92664,0.6880
hard L/T=1.0,AMIGO-freq,gain,1.40,0.36189,0.25402,0.11208,1,4.0500,8.6800,0.000,2.80194,0.4420
hard L/T=1.0,AMIGO-freq,gain,1.70,0.36189,0.25402,0.11208,1,2.8500,6.3500,0.000,2.30575,0.3818
hard L/T=1.0,AMIGO-freq,gain,2.00,0.36189,0.25402,0.11208,1,1.9100,4.6300,0.051,1.96172,0.4168
hard L/T=1.0,AMIGO-freq,tau,0.50,0.36189,0.25402,0.11208,1,7.6600,15.2400,0.000,3.92650,0.7766
hard L/T=1.0,AMIGO-freq,tau,0.70,0.36189,0.25402,0.11208,1,7.3100,14.5700,0.000,3.92658,0.7263
hard L/T=1.0,AMIGO-freq,tau,1.00,0.36189,0.25402,0.11208,1,6.7500,13.3900,0.000,3.92664,0.6880
hard L/T=1.0,AMIGO-freq,tau,1.40,0.36189,0.25402,0.11208,1,6.1100,11.3200,0.000,3.92667,0.6639
hard L/T=1.0,AMIGO-freq,tau,1.70,0.36189,0.25402,0.11208,1,5.8600,9.9100,0.462,3.98411,0.6713
hard L/T=1.0,AMIGO-freq,tau,2.00,0.36189,0.25402,0.11208,1,5.7600,9.1800,1.858,4.16816,0.7169
hard L/T=1.0,AMIGO-freq,delay,0.50,0.36189,0.25402,0.11208,1,8.0100,15.0300,0.000,3.92654,0.6879
hard L/T=1.0,AMIGO-freq,delay,0.70,0.36189,0.25402,0.11208,1,7.5200,14.4100,0.000,3.92659,0.6880
hard L/T=1.0,AMIGO-freq,delay,1.00,0.36189,0.25402,0.11208,1,6.7500,13.3900,0.000,3.92664,0.6880
hard L/T=1.0,AMIGO-freq,delay,1.40,0.36189,0.25402,0.11208,1,5.6200,11.8000,0.000,3.92667,0.6880
hard L/T=1.0,AMIGO-freq,delay,1.70,0.36189,0.25402,0.11208,1,4.6500,10.2200,0.000,3.92668,0.6880
hard L/T=1.0,AMIGO-freq,delay,2.00,0.36189,0.25402,0.11208,1,3.7500,7.9500,0.083,3.93340,0.6913
hard L/T=1.0,Cohen-Coon,gain,0.50,1.58333,0.87500,0.48718,1,3.6400,8.7600,0.000,2.44001,0.9501
hard L/T=1.0,Cohen-Coon,gain,0.70,1.58333,0.87500,0.48718,1,1.0000,6.3800,0.000,1.78268,1.7115
hard L/T=1.0,Cohen-Coon,gain,1.00,1.58333,0.87500,0.48718,1,0.5900,9.3000,27.998,2.01012,4.7314
hard L/T=1.0,Cohen-Coon,gain,1.40,1.58333,0.87500,0.48718,0,0.4000,40.0000,75.229,18.76212,79.5921
hard L/T=1.0,Cohen-Coon,gain,1.70,1.58333,0.87500,0.48718,0,0.3200,40.0000,111.654,31.24386,117.2820
hard L/T=1.0,Cohen-Coon,gain,2.00,1.58333,0.87500,0.48718,0,0.2700,40.0000,148.206,42.55947,129.3682
hard L/T=1.0,Cohen-Coon,tau,0.50,1.58333,0.87500,0.48718,0,0.3200,40.0000,70.273,22.75140,99.9774
hard L/T=1.0,Cohen-Coon,tau,0.70,1.58333,0.87500,0.48718,0,0.4300,40.0000,49.949,6.00307,25.5021
hard L/T=1.0,Cohen-Coon,tau,1.00,1.58333,0.87500,0.48718,1,0.5900,9.3000,27.998,2.01012,4.7314
hard L/T=1.0,Cohen-Coon,tau,1.40,1.58333,0.87500,0.48718,1,0.8100,5.8600,15.786,1.67326,2.0949
hard L/T=1.0,Cohen-Coon,tau,1.70,1.58333,0.87500,0.48718,1,0.9700,6.1300,12.767,1.83182,1.5238
hard L/T=1.0,Cohen-Coon,tau,2.00,1.58333,0.87500,0.48718,1,1.1500,6.8900,13.361,2.03140,1.4584
hard L/T=1.0,Cohen-Coon,delay,0.50,1.58333,0.87500,0.48718,1,1.5400,4.2600,0.000,1.13388,3.3394
hard L/T=1.0,Cohen-Coon,delay,0.70,1.58333,0.87500,0.48718,1,0.5900,4.6100,3.447,1.21666,3.6489
hard L/T=1.0,Cohen-Coon,delay,1.00,1.58333,0.87500,0.48718,1,0.5900,9.3000,27.998,2.01012,4.7314
hard L/T=1.0,Cohen-Coon,delay,1.40,1.58333,0.87500,0.48718,1,0.5900,32.8500,51.345,5.16775,10.5240
hard L/T=1.0,Cohen-Coon,delay,1.70,1.58333,0.87500,0.48718,0,0.5900,40.0000,64.633,16.42458,31.8121
hard L/T=1.0,Cohen-Coon,delay,2.00,1.58333,0.87500,0.48718,0,0.5900,40.0000,74.519,21.68523,34.1264
hard L/T=1.0,AMIGO-step,gain,0.50,0.65000,0.59583,0.25000,1,4.9000,9.1500,0.000,3.34692,1.4217
hard L/T=1.0,AMIGO-step,gain,0.70,0.65000,0.59583,0.25000,1,2.9300,5.2500,1.591,2.50707,0.9932
hard L/T=1.0,AMIGO-step,gain,1.00,0.65000,0.59583,0.25000,1,1.6100,7.4100,7.147,2.08731,0.9570
hard L/T=1.0,AMIGO-step,gain,1.40,0.65000,0.59583,0.25000,1,0.9100,6.0800,15.509,1.96702,1.2686
hard L/T=1.0,AMIGO-step,gain,1.70,0.65000,0.59583,0.25000,1,0.7400,5.5600,29.420,1.98781,1.5731
hard L/T=1.0,AMIGO-step,gain,2.00,0.65000,0.59583,0.25000,1,0.6300,6.8700,44.018,2.01087,2.0489
hard L/T=1.0,AMIGO-step,tau,0.50,0.65000,0.59583,0.25000,1,0.9200,3.9800,0.660,1.68528,1.5876
hard L/T=1.0,AMIGO-step,tau,0.70,0.65000,0.59583,0.25000,1,1.3200,5.1500,2.282,1.77482,1.1206
hard L/T=1.0,AMIGO-step,tau,1.00,0.65000,0.59583,0.25000,1,1.6100,7.4100,7.147,2.08731,0.9570
hard L/T=1.0,AMIGO-step,tau,1.40,0.65000,0.59583,0.25000,1,1.9000,8.6000,13.556,2.56662,1.0845
hard L/T=1.0,AMIGO-step,tau,1.70,0.65000,0.59583,0.25000,1,2.0700,12.6600,17.438,2.92814,1.2510
hard L/T=1.0,AMIGO-step,tau,2.00,0.65000,0.59583,0.25000,1,2.2400,14.5900,20.717,3.29007,1.4431
hard L/T=1.0,AMIGO-step,delay,0.50,0.65000,0.59583,0.25000,1,2.5800,4.3200,1.111,1.74376,0.6596
hard L/T=1.0,AMIGO-step,delay,0.70,0.65000,0.59583,0.25000,1,2.1900,6.7300,2.607,1.83625,0.7353
hard L/T=1.0,AMIGO-step,delay,1.00,0.65000,0.59583,0.25000,1,1.6100,7.4100,7.147,2.08731,0.9570
hard L/T=1.0,AMIGO-step,delay,1.40,0.65000,0.59583,0.25000,1,1.2900,9.8900,21.912,2.83648,1.4618
hard L/T=1.0,AMIGO-step,delay,1.70,0.65000,0.59583,0.25000,1,1.2800,14.0800,39.603,3.82181,2.0700
hard L/T=1.0,AMIGO-step,delay,2.00,0.65000,0.59583,0.25000,1,1.2800,20.2800,57.542,5.46822,3.1220
hard L/T=1.0,IMC-lambda,gain,0.50,0.33333,0.22222,0.11111,1,18.3300,33.6600,0.000,8.90934,1.6602
hard L/T=1.0,IMC-lambda,gain,0.70,0.33333,0.22222,0.11111,1,12.5600,23.5500,0.000,6.41116,1.1153
hard L/T=1.0,IMC-lambda,gain,1.00,0.33333,0.22222,0.11111,1,8.1600,15.9200,0.000,4.48980,0.7111
hard L/T=1.0,IMC-lambda,gain,1.40,0.33333,0.22222,0.11111,1,5.1300,10.7000,0.000,3.20430,0.4607
hard L/T=1.0,IMC-lambda,gain,1.70,0.33333,0.22222,0.11111,1,3.7300,8.2500,0.000,2.63710,0.3755
hard L/T=1.0,IMC-lambda,gain,2.00,0.33333,0.22222,0.11111,1,2.7900,6.3500,0.000,2.24003,0.3683
hard L/T=1.0,IMC-lambda,tau,0.50,0.33333,0.22222,0.11111,1,9.0500,17.6600,0.000,4.48926,0.7899
hard L/T=1.0,IMC-lambda,tau,0.70,0.33333,0.22222,0.11111,1,8.7100,17.0200,0.000,4.48953,0.7453
hard L/T=1.0,IMC-lambda,tau,1.00,0.33333,0.22222,0.11111,1,8.1600,15.9200,0.000,4.48980,0.7111
hard L/T=1.0,IMC-lambda,tau,1.40,0.33333,0.22222,0.11111,1,7.4600,14.0800,0.000,4.48998,0.6896
hard L/T=1.0,IMC-lambda,tau,1.70,0.33333,0.22222,0.11111,1,7.0900,12.4700,0.034,4.49469,0.6822
hard L/T=1.0,IMC-lambda,tau,2.00,0.33333,0.22222,0.11111,1,6.8700,11.2500,0.674,4.58710,0.6996
hard L/T=1.0,IMC-lambda,delay,0.50,0.33333,0.22222,0.11111,1,9.3900,17.4900,0.000,4.48937,0.7110
hard L/T=1.0,IMC-lambda,delay,0.70,0.33333,0.22222,0.11111,1,8.9100,16.8900,0.000,4.48959,0.7110
hard L/T=1.0,IMC-lambda,delay,1.00,0.33333,0.22222,0.11111,1,8.1600,15.9200,0.000,4.48980,0.7111
hard L/T=1.0,IMC-lambda,delay,1.40,0.33333,0.22222,0.11111,1,7.0900,14.4700,0.000,4.48995,0.7111
hard L/T=1.0,IMC-lambda,delay,1.70,0.33333,0.22222,0.11111,1,6.2000,13.1900,0.000,4.48999,0.7112
hard L/T=1.0,IMC-lambda,delay,2.00,0.33333,0.22222,0.11111,1,5.2000,11.5700,0.000,4.49002,0.7112
slow L/T=0.1,Ziegler-Nichols,gain,0.50,9.81033,5.09627,4.72123,1,21.9500,40.1000,0.000,10.97502,0.0000
slow L/T=0.1,Ziegler-Nichols,gain,0.70,9.81033,5.09627,4.72123,1,9.5500,17.0000,3.468,6.10215,0.9904
slow L/T=0.1,Ziegler-Nichols,gain,1.00,9.81033,5.09627,4.72123,1,5.4500,11.2500,6.443,4.22199,1.5188
slow L/T=0.1,Ziegler-Nichols,gain,1.40,9.81033,5.09627,4.72123,1,3.5000,10.8000,9.136,3.28399,6.1285
slow L/T=0.1,Ziegler-Nichols,gain,1.70,9.81033,5.09627,4.72123,1,2.8000,150.0000,11.795,14.27282,321.4597
slow L/T=0.1,Ziegler-Nichols,gain,2.00,9.81033,5.09627,4.72123,1,2.2500,150.0000,18.870,18.50616,395.2109
slow L/T=0.1,Ziegler-Nichols,tau,0.50,9.81033,5.09627,4.72123,1,2.7000,150.0000,11.982,13.03068,269.3117
slow L/T=0.1,Ziegler-Nichols,tau,0.70,9.81033,5.09627,4.72123,1,3.8000,9.8500,6.644,3.33927,5.4082
slow L/T=0.1,Ziegler-Nichols,tau,1.00,9.81033,5.09627,4.72123,1,5.4500,11.2500,6.443,4.22199,1.5188
slow L/T=0.1,Ziegler-Nichols,tau,1.40,9.81033,5.09627,4.72123,1,7.6500,14.8000,6.311,5.52347,1.8276
slow L/T=0.1,Ziegler-Nichols,tau,1.70,9.81033,5.09627,4.72123,1,9.3000,17.4000,6.174,6.49218,2.0417
slow L/T=0.1,Ziegler-Nichols,tau,2.00,9.81033,5.09627,4.72123,1,10.9500,23.7500,6.017,7.45545,2.2282
slow L/T=0.1,Ziegler-Nichols,delay,0.50,9.81033,5.09627,4.72123,1,5.4500,11.5500,4.698,3.71711,1.2868
slow L/T=0.1,Ziegler-Nichols,delay,0.70,9.81033,5.09627,4.72123,1,5.4500,11.5000,4.958,3.91668,1.3357
slow L/T=0.1,Ziegler-Nichols,delay,1.00,9.81033,5.09627,4.72123,1,5.4500,11.2500,6.443,4.22199,1.5188
slow L/T=0.1,Ziegler-Nichols,delay,1.40,9.81033,5.09627,4.72123,1,5.4500,16.4000,9.872,4.88652,5.1370
slow L/T=0.1,Ziegler-Nichols,delay,1.70,9.81033,5.09627,4.72123,1,5.4500,150.0000,12.400,15.33860,94.0932
slow L/T=0.1,Ziegler-Nichols,delay,2.00,9.81033,5.09627,4.72123,1,5.4500,149.9000,14.864,21.69423,92.9863
slow L/T=0.1,Tyreus-Luyben,gain,0.50,7.35775,0.86868,4.49641,1,21.9500,40.1000,0.000,10.97502,0.0001
slow L/T=0.1,Tyreus-Luyben,gain,0.70,7.35775,0.86868,4.49641,1,13.1500,26.3500,0.000,7.15909,0.5724
slow L/T=0.1,Tyreus-Luyben,gain,1.00,7.35775,0.86868,4.49641,1,9.9000,23.3000,0.000,5.46039,1.0460
slow L/T=0.1,Tyreus-Luyben,gain,1.40,7.35775,0.86868,4.49641,1,7.7000,20.7500,0.000,4.36960,3.4260
slow L/T=0.1,Tyreus-Luyben,gain,1.70,7.35775,0.86868,4.49641,1,4.9000,45.2500,2.134,4.75383,45.5492
slow L/T=0.1,Tyreus-Luyben,gain,2.00,7.35775,0.86868,4.49641,1,4.3000,150.0000,7.984,18.34086,391.0241
slow L/T=0.1,Tyreus-Luyben,tau,0.50,7.35775,0.86868,4.49641,1,4.7000,150.0000,5.445,13.65652,271.1237
slow L/T=0.1,Tyreus-Luyben,tau,0.70,7.35775,0.86868,4.49641,1,8.5000,22.9500,0.000,4.71671,3.1993
slow L/T=0.1,Tyreus-Luyben,tau,1.00,7.35775,0.86868,4.49641,1,9.9000,23.3000,0.000,5.46039,1.0460
slow L/T=0.1,Tyreus-Luyben,tau,1.40,7.35775,0.86868,4.49641,1,10.9500,22.8500,0.000,6.38969,1.0008
slow L/T=0.1,Tyreus-Luyben,tau,1.70,7.35775,0.86868,4.49641,1,11.8500,22.1500,0.000,7.06384,1.0007
slow L/T=0.1,Tyreus-Luyben,tau,2.00,7.35775,0.86868,4.49641,1,12.8500,21.6500,0.012,7.74398,1.0017
slow L/T=0.1,Tyreus-Luyben,delay,0.50,7.35775,0.86868,4.49641,1,9.0000,21.3000,0.000,4.79111,1.0013
slow L/T=0.1,Tyreus-Luyben,delay,0.70,7.35775,0.86868,4.49641,1,9.3500,22.1500,0.000,5.06113,1.0013
slow L/T=0.1,Tyreus-Luyben,delay,1.00,7.35775,0.86868,4.49641,1,9.9000,23.3000,0.000,5.46039,1.0460
slow L/T=0.1,Tyreus-Luyben,delay,1.40,7.35775,0.86868,4.49641,1,10.8000,24.6000,0.000,5.98204,1.5982
slow L/T=0.1,Tyreus-Luyben,delay,1.70,7.35775,0.86868,4.49641,1,10.3000,25.7000,0.000,6.36538,2.5152
slow L/T=0.1,Tyreus-Luyben,delay,2.00,7.35775,0.86868,4.49641,1,10.5000,25.3000,0.002,6.68994,4.6079
slow L/T=0.1,Pessen-Integral,gain,0.50,11.44539,7.43206,6.60972,1,21.9500,40.1000,0.000,10.97502,0.0000
slow L/T=0.1,Pessen-Integral,gain,0.70,11.44539,7.43206,6.60972,1,9.5500,16.7000,4.061,6.11321,1.2136
slow L/T=0.1,Pessen-Integral,gain,1.00,11.44539,7.43206,6.60972,1,5.4500,10.8000,8.661,4.25291,2.7251
slow L/T=0.1,Pessen-Integral,gain,1.40,11.44539,7.43206,6.60972,1,3.5000,150.0000,13.566,11.66750,305.8047
slow L/T=0.1,Pessen-Integral,gain,1.70,11.44539,7.43206,6.60972,1,2.8000,150.0000,16.729,15.53967,397.5418
slow L/T=0.1,Pessen-Integral,gain,2.00,11.44539,7.43206,6.60972,1,2.2500,150.0000,19.478,19.89641,446.9805
slow L/T=0.1,Pessen-Integral,tau,0.50,11.44539,7.43206,6.60972,1,2.7000,150.0000,12.805,14.47278,328.2639
slow L/T=0.1,Pessen-Integral,tau,0.70,11.44539,7.43206,6.60972,1,3.8000,150.0000,10.538,9.95906,242.8247
slow L/T=0.1,Pessen-Integral,tau,1.00,11.44539,7.43206,6.60972,1,5.4500,10.8000,8.661,4.25291,2.7251
slow L/T=0.1,Pessen-Integral,tau,1.40,11.44539,7.43206,6.60972,1,7.6500,17.2000,7.316,5.54054,2.2427
slow L/T=0.1,Pessen-Integral,tau,1.70,11.44539,7.43206,6.60972,1,9.3000,20.4000,6.722,6.50203,2.5723
slow L/T=0.1,Pessen-Integral,tau,2.00,11.44539,7.43206,6.60972,1,10.9500,23.3000,6.289,7.45968,2.8510
slow L/T=0.1,Pessen-Integral,delay,0.50,11.44539,7.43206,6.60972,1,5.4500,11.2000,5.920,3.74106,1.4943
slow L/T=0.1,Pessen-Integral,delay,0.70,11.44539,7.43206,6.60972,1,5.4500,11.1500,6.146,3.94659,1.6887
slow L/T=0.1,Pessen-Integral,delay,1.00,11.44539,7.43206,6.60972,1,5.4500,10.8000,8.661,4.25291,2.7251
slow L/T=0.1,Pessen-Integral,delay,1.40,11.44539,7.43206,6.60972,1,5.4500,65.9000,12.098,6.65427,35.5898
slow L/T=0.1,Pessen-Integral,delay,1.70,11.44539,7.43206,6.60972,1,5.4500,150.0000,14.600,16.37052,106.4706
slow L/T=0.1,Pessen-Integral,delay,2.00,11.44539,7.43206,6.60972,1,5.4500,150.0000,17.027,28.02159,112.0866
slow L/T=0.1,Some-Overshoot,gain,0.50,5.39568,2.80295,6.92447,1,21.9500,40.1000,0.000,10.97502,0.0000
slow L/T=0.1,Some-Overshoot,gain,0.70,5.39568,2.80295,6.92447,1,9.5500,20.5500,6.011,6.41903,1.0956
slow L/T=0.1,Some-Overshoot,gain,1.00,5.39568,2.80295,6.92447,1,5.4500,20.8000,12.220,4.81916,1.7661
slow L/T=0.1,Some-Overshoot,gain,1.40,5.39568,2.80295,6.92447,1,3.5000,17.9000,18.094,4.81463,39.5104
slow L/T=0.1,Some-Overshoot,gain,1.70,5.39568,2.80295,6.92447,1,2.8000,149.9000,22.396,14.79169,370.0204
slow L/T=0.1,Some-Overshoot,gain,2.00,5.39568,2.80295,6.92447,1,2.2500,150.0000,27.343,21.77352,444.4343
slow L/T=0.1,Some-Overshoot,tau,0.50,5.39568,2.80295,6.92447,1,2.7000,150.0000,17.939,15.79134,302.4608
slow L/T=0.1,Some-Overshoot,tau,0.70,5.39568,2.80295,6.92447,1,3.8000,150.0000,14.316,6.67253,122.5852
slow L/T=0.1,Some-Overshoot,tau,1.00,5.39568,2.80295,6.92447,1,5.4500,20.8000,12.220,4.81916,1.7661
slow L/T=0.1,Some-Overshoot,tau,1.40,5.39568,2.80295,6.92447,1,7.6500,25.2000,10.894,6.11962,2.0654
slow L/T=0.1,Some-Overshoot,tau,1.70,5.39568,2.80295,6.92447,1,9.3000,28.4000,10.182,7.10063,2.2797
slow L/T=0.1,Some-Overshoot,tau,2.00,5.39568,2.80295,6.92447,1,10.9500,31.5500,9.606,8.08151,2.4801
slow L/T=0.1,Some-Overshoot,delay,0.50,5.39568,2.80295,6.92447,1,5.4500,20.3500,11.151,4.25647,1.5760
slow L/T=0.1,Some-Overshoot,delay,0.70,5.39568,2.80295,6.92447,1,5.4500,20.6000,11.512,4.47762,1.6382
slow L/T=0.1,Some-Overshoot,delay,1.00,5.39568,2.80295,6.92447,1,5.4500,20.8000,12.220,4.81916,1.7661
slow L/T=0.1,Some-Overshoot,delay,1.40,5.39568,2.80295,6.92447,1,5.4500,20.9000,13.276,5.29935,2.0259
slow L/T=0.1,Some-Overshoot,delay,1.70,5.39568,2.80295,6.92447,1,5.4500,20.8500,15.194,5.69065,2.1702
slow L/T=0.1,Some-Overshoot,delay,2.00,5.39568,2.80295,6.92447,1,5.4500,25.8000,17.419,6.15680,2.9800
slow L/T=0.1,No-Overshoot,gain,0.50,3.27011,1.69876,4.19665,1,21.9500,40.1000,0.000,10.97502,0.0000
slow L/T=0.1,No-Overshoot,gain,0.70,3.27011,1.69876,4.19665,1,9.5500,30.4500,7.879,6.73227,1.1858
slow L/T=0.1,No-Overshoot,gain,1.00,3.27011,1.69876,4.19665,1,5.4500,24.1500,16.303,5.37206,1.9740
slow L/T=0.1,No-Overshoot,gain,1.40,3.27011,1.69876,4.19665,1,3.5000,20.2500,24.146,4.68149,2.3543
slow L/T=0.1,No-Overshoot,gain,1.70,3.27011,1.69876,4.19665,1,2.8000,18.6000,28.829,4.41979,2.4767
slow L/T=0.1,No-Overshoot,gain,2.00,3.27011,1.69876,4.19665,1,2.2500,17.4500,32.703,4.24201,2.6538
slow L/T=0.1,No-Overshoot,tau,0.50,3.27011,1.69876,4.19665,1,2.7000,17.6000,21.522,3.71749,1.5206
slow L/T=0.1,No-Overshoot,tau,0.70,3.27011,1.69876,4.19665,1,3.8000,20.2500,18.653,4.34831,1.6777
slow L/T=0.1,No-Overshoot,tau,1.00,3.27011,1.69876,4.19665,1,5.4500,24.1500,16.303,5.37206,1.9740
slow L/T=0.1,No-Overshoot,tau,1.40,3.27011,1.69876,4.19665,1,7.6500,36.5500,14.500,6.77352,2.3363
slow L/T=0.1,No-Overshoot,tau,1.70,3.27011,1.69876,4.19665,1,9.3000,41.4500,13.514,7.81946,2.5786
slow L/T=0.1,No-Overshoot,tau,2.00,3.27011,1.69876,4.19665,1,10.9500,46.0000,12.720,8.85884,2.8013
slow L/T=0.1,No-Overshoot,delay,0.50,3.27011,1.69876,4.19665,1,5.4500,23.9500,14.848,4.71006,1.7107
slow L/T=0.1,No-Overshoot,delay,0.70,3.27011,1.69876,4.19665,1,5.4500,24.0500,15.381,4.96489,1.8003
slow L/T=0.1,No-Overshoot,delay,1.00,3.27011,1.69876,4.19665,1,5.4500,24.1500,16.303,5.37206,1.9740
slow L/T=0.1,No-Overshoot,delay,1.40,3.27011,1.69876,4.19665,1,5.4500,30.9500,17.797,5.98921,2.3314
slow L/T=0.1,No-Overshoot,delay,1.70,3.27011,1.69876,4.19665,1,5.4500,31.5500,19.315,6.55782,2.7855
slow L/T=0.1,No-Overshoot,delay,2.00,3.27011,1.69876,4.19665,1,5.4500,38.8500,21.156,7.32748,3.5799
slow L/T=0.1,AMIGO-freq,gain,0.50,2.61609,1.47718,1.00720,1,21.9500,40.1000,0.000,10.97502,0.0000
slow L/T=0.1,AMIGO-freq,gain,0.70,2.61609,1.47718,1.00720,1,9.5500,30.3000,8.154,6.77908,1.3225
slow L/T=0.1,AMIGO-freq,gain,1.00,2.61609,1.47718,1.00720,1,5.4500,29.0500,16.719,5.40915,2.3145
slow L/T=0.1,AMIGO-freq,gain,1.40,2.61609,1.47718,1.00720,1,3.5000,23.6000,24.466,4.62415,2.8880
slow L/T=0.1,AMIGO-freq,gain,1.70,2.61609,1.47718,1.00720,1,2.8000,20.8000,28.595,4.23808,3.0732
slow L/T=0.1,AMIGO-freq,gain,2.00,2.61609,1.47718,1.00720,1,2.2500,18.6500,31.735,3.92415,3.1548
slow L/T=0.1,AMIGO-freq,tau,0.50,2.61609,1.47718,1.00720,1,2.7000,14.3000,18.517,3.31855,1.6300
slow L/T=0.1,AMIGO-freq,tau,0.70,2.61609,1.47718,1.00720,1,3.8000,18.1000,18.015,4.19132,1.9371
slow L/T=0.1,AMIGO-freq,tau,1.00,2.61609,1.47718,1.00720,1,5.4500,29.0500,16.719,5.40915,2.3145
slow L/T=0.1,AMIGO-freq,tau,1.40,2.61609,1.47718,1.00720,1,7.6500,36.8000,15.222,6.95207,2.7339
slow L/T=0.1,AMIGO-freq,tau,1.70,2.61609,1.47718,1.00720,1,9.3000,41.9500,14.318,8.07463,3.0090
slow L/T=0.1,AMIGO-freq,tau,2.00,2.61609,1.47718,1.00720,1,10.9500,46.7500,13.560,9.17674,3.2597
slow L/T=0.1,AMIGO-freq,delay,0.50,2.61609,1.47718,1.00720,1,5.4500,22.6500,14.498,4.61254,1.7928
slow L/T=0.1,AMIGO-freq,delay,0.70,2.61609,1.47718,1.00720,1,5.4500,22.8000,15.305,4.90286,1.9527
slow L/T=0.1,AMIGO-freq,delay,1.00,2.61609,1.47718,1.00720,1,5.4500,29.0500,16.719,5.40915,2.3145
slow L/T=0.1,AMIGO-freq,delay,1.40,2.61609,1.47718,1.00720,1,5.4500,36.7500,18.981,6.36544,3.2794
slow L/T=0.1,AMIGO-freq,delay,1.70,2.61609,1.47718,1.00720,1,5.4500,51.9000,20.885,7.67723,5.0166
slow L/T=0.1,AMIGO-freq,delay,2.00,2.61609,1.47718,1.00720,1,5.4500,105.4000,22.872,11.23000,10.5802
slow L/T=0.1,Cohen-Coon,gain,0.50,13.58333,5.75000,4.85119,1,21.9500,40.1000,0.000,10.97502,0.0000
slow L/T=0.1,Cohen-Coon,gain,0.70,13.58333,5.75000,4.85119,1,9.5500,13.0000,1.112,5.99250,0.6884
slow L/T=0.1,Cohen-Coon,gain,1.00,13.58333,5.75000,4.85119,1,5.4500,7.7500,0.955,4.09357,2.6834
slow L/T=0.1,Cohen-Coon,gain,1.40,13.58333,5.75000,4.85119,1,3.5000,150.0000,9.050,12.51117,285.8795
slow L/T=0.1,Cohen-Coon,gain,1.70,13.58333,5.75000,4.85119,1,2.8000,150.0000,10.748,17.02445,360.3854
slow L/T=0.1,Cohen-Coon,gain,2.00,13.58333,5.75000,4.85119,1,2.2500,150.0000,8.467,22.74253,402.3101
slow L/T=0.1,Cohen-Coon,tau,0.50,13.58333,5.75000,4.85119,1,2.7000,150.0000,6.476,16.07397,298.3759
slow L/T=0.1,Cohen-Coon,tau,0.70,13.58333,5.75000,4.85119,1,3.8000,150.0000,6.864,10.64701,228.2687
slow L/T=0.1,Cohen-Coon,tau,1.00,13.58333,5.75000,4.85119,1,5.4500,7.7500,0.955,4.09357,2.6834
slow L/T=0.1,Cohen-Coon,tau,1.40,13.58333,5.75000,4.85119,1,7.6500,12.3500,2.253,5.32500,1.2778
slow L/T=0.1,Cohen-Coon,tau,1.70,13.58333,5.75000,4.85119,1,9.3000,15.5500,2.859,6.28227,1.3846
slow L/T=0.1,Cohen-Coon,tau,2.00,13.58333,5.75000,4.85119,1,10.9500,18.3000,3.223,7.23570,1.5210
slow L/T=0.1,Cohen-Coon,delay,0.50,13.58333,5.75000,4.85119,1,5.4500,7.7500,0.793,3.59859,1.0423
slow L/T=0.1,Cohen-Coon,delay,0.70,13.58333,5.75000,4.85119,1,5.4500,7.7500,0.616,3.78069,1.0721
slow L/T=0.1,Cohen-Coon,delay,1.00,13.58333,5.75000,4.85119,1,5.4500,7.7500,0.955,4.09357,2.6834
slow L/T=0.1,Cohen-Coon,delay,1.40,13.58333,5.75000,4.85119,1,5.4500,150.0000,8.569,12.53099,128.3041
slow L/T=0.1,Cohen-Coon,delay,1.70,13.58333,5.75000,4.85119,1,5.4500,149.7500,8.827,16.70383,117.7949
slow L/T=0.1,Cohen-Coon,delay,2.00,13.58333,5.75000,4.85119,1,5.4500,150.0000,10.552,22.86695,112.3077
slow L/T=0.1,AMIGO-step,gain,0.50,4.70000,1.11905,2.28155,1,21.9500,40.1000,0.000,10.97502,0.0000
slow L/T=0.1,AMIGO-step,gain,0.70,4.70000,1.11905,2.28155,1,9.6000,21.5000,2.969,6.22352,0.6490
slow L/T=0.1,AMIGO-step,gain,1.00,4.70000,1.11905,2.28155,1,5.6500,15.7000,3.598,4.34436,1.0743
slow L/T=0.1,AMIGO-step,gain,1.40,4.70000,1.11905,2.28155,1,3.7500,11.6000,2.918,3.26939,1.3331
slow L/T=0.1,AMIGO-step,gain,1.70,4.70000,1.11905,2.28155,1,3.0000,9.1000,2.315,2.81627,1.4450
slow L/T=0.1,AMIGO-step,gain,2.00,4.70000,1.11905,2.28155,1,2.4500,7.1500,2.058,2.50848,1.8426
slow L/T=0.1,AMIGO-step,tau,0.50,4.70000,1.11905,2.28155,1,3.5000,8.4500,0.000,2.82116,1.2625
